x,y
-5.360508288199108,-5.829088085032768
-8.971969531476926,-2.3678228864221116
-12.58338928010021,1.0939389142323046
-16.194592817841233,4.555982683129576
-19.805601984442102,8.01827728962867
-23.416437890867275,11.480793829358618
-27.027121341230735,14.943501103565902
-30.637672829504062,18.40636961580004
-34.248114810345754,21.869368832967293
-37.85846839533276,25.3324688209443
-41.4687537546116,28.795640775132885
-45.078992344758205,32.25885320413045
-48.68920627852913,35.72207517922351
-52.2994167029578,39.18527884193316
-55.90964506717824,42.64843366221611
-59.5199105022636,46.111508804810434
-63.13023615059693,49.57447341110325
-66.74064311992048,53.03729959050839
-70.3511525439327,56.49995547886158
-73.96178421757531,59.9624129229161
-77.57256091571693,63.42463871579247
-81.18350345261184,66.886605653826
-84.79463426377947,70.34828320591114
-88.4059718057628,73.80964086292809
-92.01753951879786,77.27064810183097
-95.62935687610609,80.73127439623721
-99.24144800938097,84.19149189203941
-102.85383099787084,87.65126972331785
-106.46652830049688,91.11057639177193
-110.07956136618422,94.56938335363763
-113.69295030345008,98.02765877680274
-117.30671926206358,101.48537479454465
-120.92088597234547,104.94250121430751
-124.53477993871628,108.39972652796988
-128.14980932324323,111.85558200941833
-131.7653001119365,115.31075669473744
-135.381276106758,118.76522039021158
-138.99775574012276,122.21894358804413
-142.61476313770103,125.67189544783442
-146.2323167142221,129.1240474486223
-149.8504402373541,132.57536741015144
-153.46638599732438,136.0287162031114
-157.07325924942535,139.49128500879695
-160.68215442784611,142.95149288609693
-164.3083023427101,146.39341754452255
-167.9358119952277,149.83363451592294
-171.56332446691462,153.27356064331852
-175.19224260866585,156.711721131219
-178.82189447970526,160.1488059940841
-182.45161222664592,163.58551028797845
-186.08279795944935,167.02035651610137
-189.69200864913068,170.47792141969526
-193.28894521057046,173.94805876513269
-196.8874341102376,177.41626962880264
-200.48611620505298,180.88396954548915
-204.0857065880453,184.35040775065158
-207.6869126047331,187.81482991249828
-211.2883801668318,191.27865452408898
-214.89426210115334,194.73750295791254
-218.5100828081383,198.18553706405527
-222.1262225089867,201.63287952486337
-225.74407791175963,205.078048706904
-229.36229510051984,208.52246617798284
-232.98227247752305,211.96465096464053
-236.60265482254988,215.40602629511125
-240.22483907605326,218.8451078685232
