x,y
-7.78351777926748,-2.435192516903266
-6.331619327447729,-7.2122924607245995
-4.8886404386493005,-11.983113457100972
-3.4582862639681715,-16.75662036061979
-2.040370370327694,-21.533029852414803
-0.6347798119034378,-26.315245878930245
0.7617746700779344,-31.10685054867888
1.8443158705024505,-35.98565610470579
2.9633879931215787,-40.86395940853698
4.201830306520455,-45.72106410983516
5.456255892466417,-50.58289217479139
6.733718643290189,-55.44698176746554
8.038006290550163,-60.306581952082674
9.365111132257365,-65.15533484318964
10.709047268347122,-69.99246251582136
12.064385883161286,-74.81927356555265
13.4266898784777,-79.63681115582466
14.7886549247524,-84.44691797884371
16.146077608286152,-89.25130224115739
17.495604952900713,-94.054342205865
18.837988027902004,-98.85940862711496
20.174232519556647,-103.66698309683933
21.505165634772244,-108.47689470397252
22.8325794094825,-113.28871148847611
24.155372388445908,-118.10278758960163
25.475336385030047,-122.9186895352484
26.793300380993408,-127.73624522985038
28.11009267393688,-132.5552835898429
29.426542730745396,-137.37563370666223
30.743482517441695,-142.19712270052867
32.062704291561985,-147.01931710046614
33.38309581959169,-151.84250844744298
34.70621344891538,-156.6657674785632
36.03189309043029,-161.488410053163
37.35977150278579,-166.31024786664003
38.68953775877801,-171.13129211149484
40.02088290387742,-175.95155260548466
41.35446021723228,-180.7707758418786
42.68803164334259,-185.58950354195954
44.022252281335454,-190.4074780081526
45.356809737683726,-195.22471303086328
46.691397647564834,-200.04121924110754
48.025703928450646,-204.85700539935706
49.359419287019776,-209.67208287815734
50.69319761874154,-214.48619657662567
52.02477370504254,-219.29978672684763
53.35459167364927,-224.11247900831225
54.6818893462219,-228.92471844183828
56.005935837610785,-233.73724021868819
57.32600527095847,-238.55081013496235
58.64137596254054,-243.36619716231417
59.95137950121524,-248.18437055384985
61.2587382427723,-253.01375943729155
62.578276831652374,-257.8684122151424
63.942118067392684,-262.7477913127347
65.38042664240034,-267.64091544113614
67.15290951485683,-272.4609662439443
69.13540060927853,-277.2294307951501
71.2801988908369,-281.96198988645756
73.94768718940504,-286.5308137879725
76.11886656461293,-291.3947744233954
78.813582562546,-295.863333573427
81.60842559039571,-300.0637199431294
84.28386241655264,-304.39660370824976
87.11073875812632,-308.8453627263558
90.3675877912802,-313.1820071298357
94.11046410626321,-317.2298556591755
98.3354521476098,-320.826508555141
102.68041631748572,-324.4720505065147
107.50102698875433,-327.6697143236709
112.86171358816866,-329.65060925801305
118.32641428769223,-330.955982290113
123.87782149525792,-331.8419721984837
